"A-1"|Yes|"39853516"|"65255647"
"A-2"|No |"39853516"|"65255648"
"A-4"|No |"39853516"|"65255649"
"A-4"|No |"39853517"|"65254000"
"A-2"|Yes|"39853517"|"65254001"
"A-1"|No |"39853517"|"65254002"
"A-1"|Yes|"39853518"|"65255644"
"A-2"|No |"39853518"|"65255645"
"A-4"|No |"39853518"|"65255646"
"A-2"|No |"39853519"|"65255201"
"A-1"|Yes|"39853519"|"65255202"
"A-4"|No |"39853519"|"65255203"
"A-2"|No |"39853520"|"65250169"
"A-1"|Yes|"39853520"|"65250170"
"A-1"|Yes|"39853521"|"65249840"
"A-2"|No |"39853521"|"65249841"
"A-4"|No |"39853521"|"65249842"
"A-5"|No |"39853521"|"65249843"
"A-6"|No |"39853521"|"65249844"
"A-7"|No |"39853521"|"65249845"
"A-2"|No |"39853522"|"65250171"
"A-1"|Yes|"39853522"|"65250172"
"A-4"|No |"39853522"|"65250173"
"A-5"|No |"39853522"|"65250174"
"A-6"|No |"39853522"|"65250175"
"A-7"|No |"39853522"|"65250176"
"A-4"|No |"39853523"|"65247974"
"A-2"|Yes|"39853523"|"65247975"
"A-1"|No |"39853523"|"65247976"
"A-6"|No |"39853523"|"65247977"
"A-5"|No |"39853523"|"65247978"
"A-7"|No |"39853523"|"65247979"
"A-4"|No |"39853524"|"65247963"
"A-2"|Yes|"39853524"|"65247964"
"A-5"|No |"39853524"|"65247965"
"A-1"|No |"39853524"|"65247966"
"A-2"|No |"39853525"|"65247967"
"A-3"|No |"39853525"|"65247968"
"A-1"|Yes|"39853525"|"65247969"
"A-4"|No |"39853525"|"65247970"
"A-5"|No |"39853525"|"65247971"
"A-6"|No |"39853525"|"65247972"
"A-7"|No |"39853525"|"65247973"
"A-2"|No |"39853526"|"65250139"
"A-6"|Yes|"39853526"|"65250140"
"A-4"|No |"39853526"|"65250141"
"A-1"|No |"39853526"|"65250380"
"A-2"|No |"39853527"|"65250381"
"A-6"|Yes|"39853527"|"65250382"
"A-4"|No |"39853527"|"65250383"
"A-1"|No |"39853527"|"65250384"
"A-2"|No |"39853528"|"65250385"
"A-4"|Yes|"39853528"|"65250386"
"A-6"|No |"39853528"|"65250387"
"A-3"|No |"39853528"|"65250388"
"A-5"|No |"39853528"|"65250389"
"A-7"|No |"39853528"|"65250390"
"A-1"|No |"39853528"|"65250391"
"A-4"|Yes|"39853529"|"65250392"
"A-7"|No |"39853529"|"65250393"
"A-6"|No |"39853529"|"65250394"
"A-5"|No |"39853529"|"65250395"
"A-6"|No |"39853530"|"65248449"
"A-4"|Yes|"39853530"|"65248450"
"A-7"|No |"39853530"|"65248451"
"A-4"|Yes|"39853531"|"65247740"
"A-6"|No |"39853531"|"65247741"
"A-6"|No |"39853532"|"65248452"
"A-4"|Yes|"39853532"|"65248453"
"A-7"|No |"39853532"|"65248454"
"A-6"|No |"39853533"|"65247742"
"A-4"|No |"39853533"|"65247743"
"A-1"|Yes|"39853533"|"65247744"
"A-2"|No |"39853533"|"65247745"
"A-6"|No |"39853534"|"65249376"
"A-4"|No |"39853534"|"65249377"
