|"Side Slope"|||"20519061"|"7003730"
|"Base Slope"|||"20519061"|"7003731"
|||"Talf"|"20519064"|"7003681"
|||"Rise"|"20519064"|"7003682"
|"Crest"|||"20519064"|"7003683"
|"Side Slope"|||"20519064"|"7003684"
|"Base Slope"|||"20519064"|"7003685"
|||"Talf"|"20519065"|"7003686"
|||"Rise"|"20519065"|"7003687"
|"Crest"|||"20519065"|"7003688"
|"Side Slope"|||"20519065"|"7003689"
|"Base Slope"|||"20519065"|"7003690"
|||"Talf"|"20519066"|"7003697"
|||"Dip"|"20519066"|"7003698"
|||"Talf"|"20519067"|"7003699"
|||"Rise"|"20519067"|"7003700"
|||"Talf"|"20519068"|"7003701"
|"Crest"||"Rise"|"20519068"|"7003702"
|"Side Slope"|||"20519068"|"7003703"
|"Base Slope"|||"20519068"|"7003704"
||||"20519068"|"7003705"
|||"Talf"|"20519070"|"7003653"
|||"Rise"|"20519070"|"7003654"
|"Crest"|||"20519070"|"7003655"
|"Side Slope"|||"20519070"|"7003656"
|"Base Slope"|||"20519070"|"7003657"
|||"Talf"|"20519071"|"7003663"
|"Crest"|||"20519071"|"7003664"
|"Side Slope"|||"20519071"|"7003665"
|"Base Slope"|||"20519071"|"7003666"
|"Side Slope"|||"20519072"|"7003667"
|"Crest"|||"20519072"|"7003668"
|"Base Slope"|||"20519072"|"7003669"
|||"Talf"|"20519072"|"7003670"
|"Base Slope"|||"20519073"|"7003672"
|"Side Slope"|||"20519073"|"7003673"
|||"Talf"|"20519073"|"7003674"
|"Base Slope"|||"20519074"|"7003675"
|"Side Slope"|||"20519074"|"7003676"
|"Crest"|||"20519074"|"7003677"
|||"Rise"|"20519074"|"7003678"
|||"Dip"|"20519074"|"7003679"
|||"Talf"|"20519074"|"7003680"
|||"Talf"|"20519075"|"7003604"
|"Crest"|||"20519075"|"7003605"
|"Side Slope"|||"20519075"|"7003606"
|"Base Slope"|||"20519075"|"7003607"
|||"Talf"|"20519076"|"7003618"
|"Crest"|||"20519076"|"7003619"
|"Side Slope"|||"20519076"|"7003620"
|"Base Slope"|||"20519076"|"7003621"
|||"Talf"|"20519077"|"7003626"
|"Crest"|||"20519077"|"7003627"
|"Side Slope"|||"20519077"|"7003628"
|"Base Slope"|||"20519077"|"7003629"
|||"Talf"|"20519078"|"7003642"
|"Crest"||"Rise"|"20519078"|"7003643"
|"Side Slope"|||"20519078"|"7003644"
|"Base Slope"|||"20519078"|"7003645"
||||"20519078"|"7003646"
|||"Talf"|"20519079"|"7003647"
|||"Rise"|"20519079"|"7003648"
|||"Talf"|"20519080"|"7003658"
|||"Rise"|"20519080"|"7003659"
|"Crest"|||"20519080"|"7003660"
|"Side Slope"|||"20519080"|"7003661"
|"Base Slope"|||"20519080"|"7003662"
|||"Talf"|"20519081"|"7003570"
|"Crest"|||"20519081"|"7003571"
|"Side Slope"|||"20519081"|"7003572"
|"Base Slope"|||"20519081"|"7003573"
|"Base Slope"|||"20519082"|"7003574"
|"Side Slope"|||"20519082"|"7003575"
|||"Talf"|"20519082"|"7003576"
|"Base Slope"|||"20519083"|"7003579"
|"Side Slope"|||"20519083"|"7003580"
|||"Talf"|"20519083"|"7003581"
|||"Talf"|"20519084"|"7003584"
|"Crest"|||"20519084"|"7003585"
|"Side Slope"|||"20519084"|"7003586"
|"Base Slope"|||"20519084"|"7003587"
|"Side Slope"|||"20519085"|"7003588"
|"Crest"|||"20519085"|"7003589"
|"Base Slope"|||"20519085"|"7003590"
|||"Talf"|"20519085"|"7003591"
|||"Talf"|"20519086"|"7003596"
|"Crest"|||"20519086"|"7003597"
|"Side Slope"|||"20519086"|"7003598"
|"Base Slope"|||"20519086"|"7003599"
|"Base Slope"|||"20519087"|"7003545"
|"Side Slope"|||"20519087"|"7003546"
|"Crest"|||"20519087"|"7003547"
|||"Rise"|"20519087"|"7003548"
|||"Dip"|"20519087"|"7003549"
|||"Talf"|"20519087"|"7003550"
|"Side Slope"|||"20519088"|"7003551"
|"Base Slope"|||"20519089"|"7003552"
|"Side Slope"|||"20519089"|"7003553"
|"Crest"|||"20519089"|"7003554"
|||"Rise"|"20519089"|"7003555"
|||"Dip"|"20519089"|"7003556"
|||"Talf"|"20519089"|"7003557"
|||"Talf"|"20519090"|"7003558"
|"Crest"|||"20519090"|"7003559"
|"Side Slope"|||"20519090"|"7003560"
|"Base Slope"|||"20519090"|"7003561"
|"Side Slope"|||"20519091"|"7003562"
|"Crest"|||"20519091"|"7003563"
|"Base Slope"|||"20519091"|"7003564"
|||"Talf"|"20519091"|"7003565"
|"Side Slope"|||"20519092"|"7003566"
|"Crest"|||"20519092"|"7003567"
|"Base Slope"|||"20519092"|"7003568"
|||"Talf"|"20519092"|"7003569"
|"Base Slope"|||"20519093"|"7003522"
|"Side Slope"|||"20519093"|"7003523"
|"Crest"|||"20519093"|"7003524"
|||"Rise"|"20519093"|"7003525"
|||"Dip"|"20519093"|"7003526"
|||"Talf"|"20519093"|"7003527"
|||"Talf"|"20519094"|"7003528"
|"Crest"|||"20519094"|"7003529"
|"Side Slope"|||"20519094"|"7003530"
|"Base Slope"|||"20519094"|"7003531"
|"Side Slope"|||"20519095"|"7003532"
|"Crest"|||"20519095"|"7003533"
|"Base Slope"|||"20519095"|"7003534"
|||"Talf"|"20519095"|"7003535"
|"Nose Slope"|||"20519096"|"7003536"
|"Side Slope"|||"20519097"|"7003537"
|"Crest"|||"20519097"|"7003538"
|"Base Slope"|||"20519097"|"7003539"
|||"Talf"|"20519097"|"7003540"
|||"Talf"|"20519098"|"7003541"
|"Crest"|||"20519098"|"7003542"
|"Side Slope"|||"20519098"|"7003543"
|"Base Slope"|||"20519098"|"7003544"
|||"Talf"|"20519099"|"7003509"
|"Crest"|||"20519099"|"7003510"
|"Side Slope"|||"20519099"|"7003511"
|"Base Slope"|||"20519099"|"7003512"
|||"Dip"|"20519100"|"7003513"
|||"Talf"|"20519100"|"7003514"
||"Riser"||"20519101"|"7003515"
|"Base Slope"|||"20519101"|"7003516"
|||"Talf"|"20519102"|"7003517"
|||"Dip"|"20519103"|"7003518"
|||"Talf"|"20519103"|"7003519"
||"Riser"||"20519104"|"7003520"
|"Base Slope"|||"20519104"|"7003521"
|"Side Slope"|||"20519105"|"7003484"
|"Crest"|||"20519105"|"7003485"
|"Base Slope"|||"20519105"|"7003486"
|||"Talf"|"20519105"|"7003487"
|||"Talf"|"20519106"|"7003488"
|"Crest"|||"20519106"|"7003489"
|"Side Slope"|||"20519106"|"7003490"
|"Base Slope"|||"20519106"|"7003491"
|"Base Slope"|||"20519107"|"7003492"
|"Side Slope"|||"20519107"|"7003493"
|"Crest"|||"20519107"|"7003494"
|||"Rise"|"20519107"|"7003495"
|||"Dip"|"20519107"|"7003496"
|||"Talf"|"20519107"|"7003497"
|||"Talf"|"20519108"|"7003498"
|"Base Slope"|||"20519109"|"7003499"
|"Side Slope"|||"20519109"|"7003500"
|"Crest"|||"20519109"|"7003501"
|||"Dip"|"20519109"|"7003502"
|||"Talf"|"20519109"|"7003503"
|||"Rise"|"20519109"|"7003504"
|"Side Slope"|||"20519110"|"7003505"
|"Crest"|||"20519110"|"7003506"
|"Base Slope"|||"20519110"|"7003507"
|||"Talf"|"20519110"|"7003508"
|||"Talf"|"20519111"|"7003468"
|"Crest"|||"20519111"|"7003469"
|"Side Slope"|||"20519111"|"7003470"
|"Base Slope"|||"20519111"|"7003471"
|||"Talf"|"20519112"|"7003472"
|"Base Slope"|||"20519113"|"7003473"
|"Side Slope"|||"20519113"|"7003474"
|"Crest"|||"20519113"|"7003475"
|||"Rise"|"20519113"|"7003476"
|||"Dip"|"20519113"|"7003477"
|||"Talf"|"20519113"|"7003478"
|"Base Slope"|||"20519114"|"7003479"
|"Side Slope"|||"20519114"|"7003480"
|||"Talf"|"20519114"|"7003481"
|||"Talf"|"20519115"|"7003482"
|"Nose Slope"|||"20519116"|"7003483"
|"Base Slope"|||"20519117"|"7003449"
|"Side Slope"|||"20519117"|"7003450"
|||"Talf"|"20519117"|"7003451"
|"Base Slope"|||"20519118"|"7003452"
|"Side Slope"|||"20519118"|"7003453"
|"Crest"|||"20519118"|"7003454"
|||"Rise"|"20519118"|"7003455"
|||"Dip"|"20519118"|"7003456"
|||"Talf"|"20519118"|"7003457"
|||"Talf"|"20519119"|"7003458"
|"Side Slope"|||"20519120"|"7003459"
|"Crest"|||"20519120"|"7003460"
|"Base Slope"|||"20519120"|"7003461"
|||"Talf"|"20519120"|"7003462"
|||"Talf"|"20519121"|"7003463"
|"Side Slope"|||"20519122"|"7003464"
|"Crest"|||"20519122"|"7003465"
|"Base Slope"|||"20519122"|"7003466"
|||"Talf"|"20519122"|"7003467"
|||"Talf"|"20519123"|"7003433"
|"Crest"|||"20519123"|"7003434"
|"Side Slope"|||"20519123"|"7003435"
|"Base Slope"|||"20519123"|"7003436"
|"Side Slope"|||"20519124"|"7003437"
|"Base Slope"|||"20519124"|"7003438"
|"Crest"|||"20519124"|"7003439"
|||"Talf"|"20519124"|"7003440"
|||"Rise"|"20519124"|"7003441"
|||"Talf"|"20519125"|"7003442"
|||"Talf"|"20519126"|"7003443"
|||"Talf"|"20519127"|"7003444"
|"Crest"|||"20519127"|"7003445"
|"Side Slope"|||"20519127"|"7003446"
|"Base Slope"|||"20519127"|"7003447"
|||"Talf"|"20519128"|"7003448"
|"Side Slope"|||"20519129"|"7003400"
|"Base Slope"|||"20519129"|"7003401"
|"Crest"|||"20519129"|"7003402"
|||"Talf"|"20519129"|"7003403"
|||"Rise"|"20519129"|"7003404"
|||"Talf"|"20519130"|"7003405"
|"Crest"|||"20519130"|"7003406"
|"Side Slope"|||"20519130"|"7003407"
|"Base Slope"|||"20519130"|"7003408"
|"Base Slope"|||"20519131"|"7003411"
|"Side Slope"|||"20519131"|"7003412"
|||"Talf"|"20519131"|"7003413"
|"Base Slope"|||"20519132"|"7003414"
|"Side Slope"|||"20519132"|"7003415"
|"Crest"|||"20519132"|"7003416"
|||"Rise"|"20519132"|"7003417"
|||"Dip"|"20519132"|"7003418"
|||"Talf"|"20519132"|"7003419"
|"Base Slope"|||"20519133"|"7003422"
|"Side Slope"|||"20519133"|"7003423"
|"Crest"|||"20519133"|"7003424"
|||"Rise"|"20519133"|"7003425"
|||"Dip"|"20519133"|"7003426"
|||"Talf"|"20519133"|"7003427"
|"Base Slope"|||"20519134"|"7003428"
|"Side Slope"|||"20519134"|"7003429"
|||"Talf"|"20519134"|"7003430"
|||"Talf"|"20519135"|"7003387"
|"Crest"|||"20519135"|"7003388"
|"Side Slope"|||"20519135"|"7003389"
|"Base Slope"|||"20519135"|"7003390"
|"Side Slope"|||"20519136"|"7003391"
|"Base Slope"|||"20519136"|"7003392"
|"Crest"|||"20519136"|"7003393"
|||"Talf"|"20519136"|"7003394"
|||"Rise"|"20519136"|"7003395"
|||"Talf"|"20519137"|"7003396"
|||"Talf"|"20519138"|"7003397"
|||"Talf"|"20519139"|"7003398"
|||"Talf"|"20519140"|"7003399"
|"Side Slope"|||"20519141"|"7003354"
|"Base Slope"|||"20519141"|"7003355"
|"Crest"|||"20519141"|"7003356"
|||"Talf"|"20519141"|"7003357"
|||"Rise"|"20519141"|"7003358"
|||"Talf"|"20519142"|"7003359"
|"Crest"|||"20519142"|"7003360"
|"Side Slope"|||"20519142"|"7003361"
|"Base Slope"|||"20519142"|"7003362"
|"Base Slope"|||"20519143"|"7003365"
|"Side Slope"|||"20519143"|"7003366"
|||"Talf"|"20519143"|"7003367"
|"Base Slope"|||"20519144"|"7003368"
|"Side Slope"|||"20519144"|"7003369"
|"Crest"|||"20519144"|"7003370"
|||"Rise"|"20519144"|"7003371"
|||"Dip"|"20519144"|"7003372"
|||"Talf"|"20519144"|"7003373"
|"Base Slope"|||"20519145"|"7003376"
|"Side Slope"|||"20519145"|"7003377"
|"Crest"|||"20519145"|"7003378"
|||"Rise"|"20519145"|"7003379"
|||"Dip"|"20519145"|"7003380"
|||"Talf"|"20519145"|"7003381"
|"Base Slope"|||"20519146"|"7003382"
|"Side Slope"|||"20519146"|"7003383"
|||"Talf"|"20519146"|"7003384"
|"Side Slope"|||"20519147"|"7003336"
|"Side Slope"|||"20519148"|"7003337"
|"Crest"|||"20519148"|"7003338"
|"Base Slope"|||"20519148"|"7003339"
|||"Talf"|"20519148"|"7003340"
|||"Talf"|"20519149"|"7003341"
|"Crest"|||"20519149"|"7003342"
|"Side Slope"|||"20519149"|"7003343"
|"Base Slope"|||"20519149"|"7003344"
|"Base Slope"|||"20519150"|"7003345"
|"Side Slope"|||"20519150"|"7003346"
|"Crest"|||"20519150"|"7003347"
|||"Rise"|"20519150"|"7003348"
|||"Dip"|"20519150"|"7003349"
|||"Talf"|"20519150"|"7003350"
|||"Talf"|"20519151"|"7003352"
|||"Talf"|"20519152"|"7003353"
|"Side Slope"|||"20519153"|"7003313"
|"Crest"|||"20519153"|"7003314"
|"Base Slope"|||"20519153"|"7003315"
|||"Talf"|"20519153"|"7003316"
|"Nose Slope"|||"20519154"|"7003317"
|"Side Slope"|||"20519155"|"7003318"
|"Crest"|||"20519155"|"7003319"
|"Base Slope"|||"20519155"|"7003320"
|||"Talf"|"20519155"|"7003321"
|||"Talf"|"20519156"|"7003322"
|"Crest"|||"20519156"|"7003323"
|"Side Slope"|||"20519156"|"7003324"
|"Base Slope"|||"20519156"|"7003325"
|"Base Slope"|||"20519157"|"7003326"
|"Side Slope"|||"20519157"|"7003327"
|"Crest"|||"20519157"|"7003328"
|||"Rise"|"20519157"|"7003329"
|||"Dip"|"20519157"|"7003330"
|||"Talf"|"20519157"|"7003331"
|"Base Slope"|||"20519158"|"7003332"
|"Side Slope"|||"20519158"|"7003333"
|||"Talf"|"20519158"|"7003334"
|||"Talf"|"20519159"|"7003290"
|"Crest"|||"20519159"|"7003291"
|"Side Slope"|||"20519159"|"7003292"
|"Base Slope"|||"20519159"|"7003293"
|"Side Slope"|||"20519160"|"7003294"
|"Crest"|||"20519160"|"7003295"
|"Base Slope"|||"20519160"|"7003296"
|||"Talf"|"20519160"|"7003297"
|"Nose Slope"|||"20519161"|"7003298"
|"Base Slope"|||"20519162"|"7003300"
|"Side Slope"|||"20519162"|"7003301"
|||"Talf"|"20519162"|"7003302"
|"Base Slope"|||"20519163"|"7003303"
|"Side Slope"|||"20519163"|"7003304"
|"Crest"|||"20519163"|"7003305"
|||"Rise"|"20519163"|"7003306"
|||"Dip"|"20519163"|"7003307"
|||"Talf"|"20519163"|"7003308"
|||"Talf"|"20519164"|"7003309"
|"Crest"|||"20519164"|"7003310"
|"Side Slope"|||"20519164"|"7003311"
|"Base Slope"|||"20519164"|"7003312"
|||"Talf"|"20519165"|"7003265"
|"Crest"|||"20519165"|"7003266"
|"Side Slope"|||"20519165"|"7003267"
|"Base Slope"|||"20519165"|"7003268"
|"Base Slope"|||"20519166"|"7003269"
|"Side Slope"|||"20519166"|"7003270"
|"Crest"|||"20519166"|"7003271"
|||"Rise"|"20519166"|"7003272"
|||"Dip"|"20519166"|"7003273"
|||"Talf"|"20519166"|"7003274"
|"Base Slope"|||"20519167"|"7003275"
|"Side Slope"|||"20519167"|"7003276"
|||"Talf"|"20519167"|"7003277"
|||"Talf"|"20519168"|"7003279"
|"Base Slope"|||"20519169"|"7003281"
|"Side Slope"|||"20519169"|"7003282"
|||"Talf"|"20519169"|"7003283"
|"Base Slope"|||"20519170"|"7003284"
|"Side Slope"|||"20519170"|"7003285"
|"Crest"|||"20519170"|"7003286"
|||"Rise"|"20519170"|"7003287"
|||"Dip"|"20519170"|"7003288"
|||"Talf"|"20519170"|"7003289"
|"Side Slope"|||"20519171"|"7003242"
|"Crest"|||"20519171"|"7003243"
|"Base Slope"|||"20519171"|"7003244"
|||"Talf"|"20519171"|"7003245"
|||"Talf"|"20519172"|"7003246"
|"Crest"|||"20519172"|"7003247"
|"Side Slope"|||"20519172"|"7003248"
|"Base Slope"|||"20519172"|"7003249"
|"Base Slope"|||"20519173"|"7003250"
|"Side Slope"|||"20519173"|"7003251"
|"Crest"|||"20519173"|"7003252"
|||"Rise"|"20519173"|"7003253"
|||"Dip"|"20519173"|"7003254"
|||"Talf"|"20519173"|"7003255"
|"Base Slope"|||"20519174"|"7003256"
|"Side Slope"|||"20519174"|"7003257"
|||"Talf"|"20519174"|"7003258"
|||"Talf"|"20519175"|"7003260"
|"Side Slope"|||"20519176"|"7003261"
|"Crest"|||"20519176"|"7003262"
|"Base Slope"|||"20519176"|"7003263"
|||"Talf"|"20519176"|"7003264"
|||"Talf"|"20519177"|"7003222"
|"Base Slope"|||"20519178"|"7003224"
|"Side Slope"|||"20519178"|"7003225"
|||"Talf"|"20519178"|"7003226"
|"Base Slope"|||"20519179"|"7003227"
|"Side Slope"|||"20519179"|"7003228"
|"Crest"|||"20519179"|"7003229"
|||"Rise"|"20519179"|"7003230"
|||"Dip"|"20519179"|"7003231"
|||"Talf"|"20519179"|"7003232"
|||"Talf"|"20519180"|"7003233"
|"Crest"|||"20519180"|"7003234"
|"Side Slope"|||"20519180"|"7003235"
|"Base Slope"|||"20519180"|"7003236"
|"Side Slope"|||"20519181"|"7003237"
|"Crest"|||"20519181"|"7003238"
|"Base Slope"|||"20519181"|"7003239"
|||"Talf"|"20519181"|"7003240"
|||"Talf"|"20519182"|"7003241"
|||"Talf"|"20519183"|"7003191"
|||"Rise"|"20519183"|"7003192"
|"Crest"|||"20519183"|"7003193"
|"Side Slope"|||"20519183"|"7003194"
|"Base Slope"|||"20519183"|"7003195"
|||"Talf"|"20519184"|"7003202"
|||"Rise"|"20519184"|"7003203"
|||"Talf"|"20519185"|"7003204"
|"Crest"||"Rise"|"20519185"|"7003205"
|"Side Slope"|||"20519185"|"7003206"
|"Base Slope"|||"20519185"|"7003207"
||||"20519185"|"7003208"
|||"Talf"|"20519186"|"7003212"
|||"Rise"|"20519186"|"7003213"
|"Crest"|||"20519186"|"7003214"
|"Side Slope"|||"20519186"|"7003215"
|"Base Slope"|||"20519186"|"7003216"
|||"Talf"|"20519188"|"7003217"
|||"Rise"|"20519188"|"7003218"
|"Crest"|||"20519188"|"7003219"
|"Side Slope"|||"20519188"|"7003220"
|"Base Slope"|||"20519188"|"7003221"
|||"Talf"|"20519189"|"7003171"
|||"Rise"|"20519189"|"7003172"
|||"Talf"|"20519190"|"7003176"
|||"Dip"|"20519190"|"7003177"
|||"Talf"|"20519191"|"7003183"
|||"Rise"|"20519191"|"7003184"
|||"Talf"|"20519192"|"7003185"
|||"Dip"|"20519192"|"7003186"
|||"Talf"|"20519193"|"7003196"
|||"Rise"|"20519193"|"7003197"
|"Crest"|||"20519193"|"7003198"
|"Side Slope"|||"20519193"|"7003199"
|"Base Slope"|||"20519193"|"7003200"
|||"Talf"|"20519195"|"7003145"
|||"Rise"|"20519195"|"7003146"
|||"Talf"|"20519196"|"7003153"
|||"Rise"|"20519196"|"7003154"
|"Crest"|||"20519196"|"7003155"
|"Side Slope"|||"20519196"|"7003156"
|"Base Slope"|||"20519196"|"7003157"
|||"Talf"|"20519197"|"7003158"
|||"Rise"|"20519197"|"7003159"
|"Crest"|||"20519197"|"7003160"
|"Side Slope"|||"20519197"|"7003161"
|"Base Slope"|||"20519197"|"7003162"
|||"Talf"|"20519199"|"7003168"
|||"Dip"|"20519199"|"7003169"
|||"Talf"|"20519200"|"7003170"
|||"Talf"|"20519202"|"7003117"
|||"Rise"|"20519202"|"7003118"
|"Crest"|||"20519202"|"7003119"
|"Side Slope"|||"20519202"|"7003120"
|"Base Slope"|||"20519202"|"7003121"
|||"Talf"|"20519203"|"7003122"
|||"Rise"|"20519203"|"7003123"
|"Crest"|||"20519203"|"7003124"
|"Side Slope"|||"20519203"|"7003125"
|"Base Slope"|||"20519203"|"7003126"
|||"Talf"|"20519204"|"7003130"
|||"Dip"|"20519204"|"7003131"
|||"Talf"|"20519205"|"7003135"
|"Crest"||"Rise"|"20519205"|"7003136"
|"Side Slope"|||"20519205"|"7003137"
|"Base Slope"|||"20519205"|"7003138"
||||"20519205"|"7003139"
|||"Talf"|"20519206"|"7003140"
|"Crest"||"Rise"|"20519206"|"7003141"
|"Side Slope"|||"20519206"|"7003142"
|"Base Slope"|||"20519206"|"7003143"
||||"20519206"|"7003144"
|||"Talf"|"20519207"|"7003092"
|||"Rise"|"20519207"|"7003093"
|||"Talf"|"20519208"|"7003094"
|"Crest"||"Rise"|"20519208"|"7003095"
|"Side Slope"|||"20519208"|"7003096"
|"Base Slope"|||"20519208"|"7003097"
||||"20519208"|"7003098"
|||"Talf"|"20519209"|"7003102"
|||"Dip"|"20519209"|"7003103"
|||"Talf"|"20519210"|"7003107"
|||"Rise"|"20519210"|"7003108"
|"Crest"|||"20519210"|"7003109"
|"Side Slope"|||"20519210"|"7003110"
|"Base Slope"|||"20519210"|"7003111"
|||"Talf"|"20519211"|"7003112"
|||"Rise"|"20519211"|"7003113"
|"Crest"|||"20519211"|"7003114"
|"Side Slope"|||"20519211"|"7003115"
|"Base Slope"|||"20519211"|"7003116"
|||"Talf"|"20519213"|"7003067"
|||"Rise"|"20519213"|"7003068"
|||"Talf"|"20519214"|"7003069"
|||"Talf"|"20519215"|"7003070"
|"Crest"||"Rise"|"20519215"|"7003071"
|"Side Slope"|||"20519215"|"7003072"
|"Base Slope"|||"20519215"|"7003073"
||||"20519215"|"7003074"
|||"Talf"|"20519216"|"7003075"
|||"Rise"|"20519216"|"7003076"
|"Crest"|||"20519216"|"7003077"
|"Side Slope"|||"20519216"|"7003078"
|"Base Slope"|||"20519216"|"7003079"
||||"20519216"|"7003080"
|||"Talf"|"20519217"|"7003081"
|||"Rise"|"20519217"|"7003082"
|"Crest"|||"20519217"|"7003083"
|"Side Slope"|||"20519217"|"7003084"
|"Base Slope"|||"20519217"|"7003085"
|||"Talf"|"20519218"|"7003087"
|"Crest"||"Rise"|"20519218"|"7003088"
|"Side Slope"|||"20519218"|"7003089"
|"Base Slope"|||"20519218"|"7003090"
||||"20519218"|"7003091"
|||"Talf"|"20519219"|"7003043"
|||"Rise"|"20519219"|"7003044"
|"Crest"|||"20519219"|"7003045"
|"Side Slope"|||"20519219"|"7003046"
|"Base Slope"|||"20519219"|"7003047"
|||"Talf"|"20519221"|"7003053"
|"Crest"||"Rise"|"20519221"|"7003054"
|"Side Slope"|||"20519221"|"7003055"
|"Base Slope"|||"20519221"|"7003056"
||||"20519221"|"7003057"
|||"Talf"|"20519222"|"7003058"
|||"Rise"|"20519222"|"7003059"
|||"Talf"|"20519223"|"7003063"
|||"Dip"|"20519223"|"7003064"
|||"Talf"|"20519224"|"7003065"
|||"Dip"|"20519224"|"7003066"
|||"Talf"|"20519225"|"7003019"
|||"Rise"|"20519225"|"7003020"
|"Crest"|||"20519225"|"7003021"
|"Side Slope"|||"20519225"|"7003022"
|"Base Slope"|||"20519225"|"7003023"
|||"Talf"|"20519226"|"7003030"
|"Crest"||"Rise"|"20519226"|"7003031"
|"Side Slope"|||"20519226"|"7003032"
|"Base Slope"|||"20519226"|"7003033"
||||"20519226"|"7003034"
|||"Talf"|"20519227"|"7003035"
|||"Talf"|"20519228"|"7003036"
|||"Rise"|"20519228"|"7003037"
|||"Talf"|"20519229"|"7003038"
|||"Dip"|"20519229"|"7003039"
|||"Talf"|"20519230"|"7003048"
|||"Rise"|"20519230"|"7003049"
|"Crest"|||"20519230"|"7003050"
|"Side Slope"|||"20519230"|"7003051"
|"Base Slope"|||"20519230"|"7003052"
|||"Talf"|"20519231"|"7003007"
|||"Rise"|"20519231"|"7003008"
|"Crest"|||"20519231"|"7003009"
|"Side Slope"|||"20519231"|"7003010"
|"Base Slope"|||"20519231"|"7003011"
|||"Talf"|"20519232"|"7003012"
|||"Rise"|"20519232"|"7003013"
|"Crest"|||"20519232"|"7003014"
|"Side Slope"|||"20519232"|"7003015"
|"Base Slope"|||"20519232"|"7003016"
|||"Talf"|"20519234"|"7003017"
|||"Dip"|"20519234"|"7003018"
|||"Talf"|"20519236"|"7003024"
|||"Rise"|"20519236"|"7003025"
|"Crest"|||"20519236"|"7003026"
|"Side Slope"|||"20519236"|"7003027"
|"Base Slope"|||"20519236"|"7003028"
|||"Talf"|"20519237"|"7002982"
|||"Rise"|"20519237"|"7002983"
|"Crest"|||"20519237"|"7002984"
|"Side Slope"|||"20519237"|"7002985"
|"Base Slope"|||"20519237"|"7002986"
|||"Talf"|"20519239"|"7002992"
|||"Dip"|"20519239"|"7002993"
|||"Talf"|"20519240"|"7002997"
|||"Dip"|"20519240"|"7002998"
|||"Talf"|"20519241"|"7002999"
|||"Rise"|"20519241"|"7003000"
|||"Talf"|"20519242"|"7003001"
|"Crest"||"Rise"|"20519242"|"7003002"
|"Side Slope"|||"20519242"|"7003003"
|"Base Slope"|||"20519242"|"7003004"
||||"20519242"|"7003005"
|||"Talf"|"20519243"|"7002966"
|||"Dip"|"20519243"|"7002967"
|||"Talf"|"20519244"|"7002968"
|||"Rise"|"20519244"|"7002969"
|||"Talf"|"20519245"|"7002973"
|||"Dip"|"20519245"|"7002974"
|||"Talf"|"20519246"|"7002975"
|||"Talf"|"20519247"|"7002976"
|"Crest"||"Rise"|"20519247"|"7002977"
|"Side Slope"|||"20519247"|"7002978"
|"Base Slope"|||"20519247"|"7002979"
||||"20519247"|"7002980"
|||"Talf"|"20519248"|"7002987"
|||"Rise"|"20519248"|"7002988"
|"Crest"|||"20519248"|"7002989"
|"Side Slope"|||"20519248"|"7002990"
|"Base Slope"|||"20519248"|"7002991"
|||"Talf"|"20519249"|"7002944"
|"Crest"|||"20519249"|"7002945"
|"Side Slope"|||"20519249"|"7002946"
|"Base Slope"|||"20519249"|"7002947"
|"Base Slope"|||"20519250"|"7002948"
|"Side Slope"|||"20519250"|"7002949"
|"Crest"|||"20519250"|"7002950"
|||"Rise"|"20519250"|"7002951"
|||"Dip"|"20519250"|"7002952"
|||"Talf"|"20519250"|"7002953"
|||"Talf"|"20519252"|"7002961"
|||"Talf"|"20519253"|"7002962"
|||"Rise"|"20519253"|"7002963"
|||"Talf"|"20519254"|"7002964"
|||"Dip"|"20519254"|"7002965"
|"Side Slope"|||"20519255"|"7002922"
|"Crest"|||"20519255"|"7002923"
|"Base Slope"|||"20519255"|"7002924"
|||"Talf"|"20519255"|"7002925"
|"Side Slope"|||"20519256"|"7002926"
|"Base Slope"|||"20519256"|"7002927"
|"Crest"|||"20519256"|"7002928"
|||"Talf"|"20519256"|"7002929"
|||"Rise"|"20519256"|"7002930"
|||"Talf"|"20519257"|"7002931"
|||"Talf"|"20519258"|"7002933"
|"Side Slope"|||"20519259"|"7002935"
|"Base Slope"|||"20519259"|"7002936"
|"Crest"|||"20519259"|"7002937"
|||"Talf"|"20519259"|"7002938"
|||"Rise"|"20519259"|"7002939"
|"Side Slope"|||"20519260"|"7002940"
|"Crest"|||"20519260"|"7002941"
|"Base Slope"|||"20519260"|"7002942"
|||"Talf"|"20519260"|"7002943"
||"Riser"||"20519261"|"7002900"
|"Base Slope"|||"20519261"|"7002901"
|||"Dip"|"20519262"|"7002902"
|||"Talf"|"20519262"|"7002903"
|"Base Slope"|||"20519263"|"7002904"
|||"Talf"|"20519263"|"7002905"
|"Crest"|||"20519263"|"7002906"
|"Side Slope"|||"20519263"|"7002907"
|"Side Slope"|||"20519264"|"7002908"
|"Crest"|||"20519264"|"7002909"
|"Base Slope"|||"20519264"|"7002910"
|||"Talf"|"20519264"|"7002911"
|"Base Slope"|||"20519265"|"7002912"
|"Side Slope"|||"20519265"|"7002913"
|"Crest"|||"20519265"|"7002914"
|||"Rise"|"20519265"|"7002915"
|||"Dip"|"20519265"|"7002916"
|||"Talf"|"20519265"|"7002917"
|||"Talf"|"20519266"|"7002918"
|"Crest"|||"20519266"|"7002919"
