"ML"|Yes|"39853541"|"75454419"
"CL-ML"|No |"39853541"|"75454420"
"CL"|No |"39853541"|"75454421"
"CL-ML"|No |"39853542"|"75454422"
"ML"|No |"39853542"|"75454423"
"CL"|Yes|"39853542"|"75454424"
"CL-ML"|No |"39853543"|"75454425"
"ML"|No |"39853543"|"75454426"
"CL"|Yes|"39853543"|"75454427"
"GM"|No |"39853544"|"75454428"
"GC-GM"|No |"39853544"|"75454429"
"GP-GM"|Yes|"39853544"|"75454430"
"GP"|No |"39853544"|"75454431"
"SP"|No |"39853544"|"75454432"
"SP-SM"|No |"39853544"|"75454433"
"SM"|No |"39853544"|"75454434"
"SC-SM"|No |"39853544"|"75454435"
"SM"|No |"39853545"|"75454436"
"SC-SM"|Yes|"39853545"|"75454437"
"SM"|No |"39853546"|"75454438"
"SC-SM"|Yes|"39853546"|"75454439"
"ML"|No |"39853546"|"75454440"
"CL-ML"|No |"39853546"|"75454441"
"SM"|No |"39853547"|"75454442"
"CL-ML"|Yes|"39853547"|"75454443"
"SC-SM"|No |"39853547"|"75454444"
"ML"|No |"39853547"|"75454445"
"MH"|No |"39853547"|"75454446"
"CL-ML"|No |"39853548"|"75454447"
"MH"|No |"39853548"|"75454448"
"SC-SM"|No |"39853548"|"75454449"
"SM"|No |"39853548"|"75454450"
"ML"|Yes|"39853548"|"75454451"
"SW-SM"|No |"39853549"|"75454452"
"SM"|Yes|"39853549"|"75454453"
"GP-GM"|No |"39853549"|"75454454"
"GW"|No |"39853550"|"75454455"
"GW-GM"|No |"39853550"|"75454456"
"GM"|No |"39853550"|"75454457"
"GC-GM"|No |"39853550"|"75454458"
"GC"|No |"39853550"|"75454459"
"SW"|No |"39853550"|"75454460"
"SW-SM"|No |"39853550"|"75454461"
"SM"|Yes|"39853550"|"75454462"
"SC-SM"|No |"39853550"|"75454463"
"SC"|No |"39853550"|"75454464"
"ML"|No |"39853550"|"75454465"
"CL-ML"|No |"39853550"|"75454466"
"CL"|No |"39853550"|"75454467"
"MH"|No |"39853550"|"75454468"
"GW"|No |"39853551"|"75454469"
"GW-GM"|No |"39853551"|"75454470"
"GM"|No |"39853551"|"75454471"
"GC-GM"|No |"39853551"|"75454472"
"GC"|No |"39853551"|"75454473"
"SW"|No |"39853551"|"75454474"
"SW-SM"|No |"39853551"|"75454475"
"SM"|Yes|"39853551"|"75454476"
"SC-SM"|No |"39853551"|"75454477"
"SC"|No |"39853551"|"75454478"
"ML"|No |"39853551"|"75454479"
"CL-ML"|No |"39853551"|"75454480"
"CL"|No |"39853551"|"75454481"
"SM"|No |"39853552"|"75454482"
"SC-SM"|Yes|"39853552"|"75454483"
"SC"|No |"39853552"|"75454484"
"ML"|No |"39853552"|"75454485"
"CL-ML"|No |"39853552"|"75454486"
"CL"|No |"39853552"|"75454487"
"SM"|Yes|"39853553"|"75454488"
"SC-SM"|No |"39853553"|"75454489"
"ML"|No |"39853553"|"75454490"
"CL-ML"|No |"39853553"|"75454491"
"MH"|No |"39853553"|"75454492"
"SM"|No |"39853554"|"75454493"
"SP-SM"|Yes|"39853554"|"75454494"
"SC-SM"|No |"39853554"|"75454495"
"SP"|No |"39853554"|"75454496"
"SP-SM"|No |"39853555"|"75454497"
"SW"|Yes|"39853555"|"75454498"
"SP"|No |"39853555"|"75454499"
"SM"|No |"39853555"|"75454500"
"SW-SM"|No |"39853555"|"75454501"
"SC-SM"|No |"39853555"|"75454502"
"SC-SM"|Yes|"39853556"|"75454503"
"SM"|No |"39853556"|"75454504"
"SM"|No |"39853557"|"75454505"
"SC-SM"|Yes|"39853557"|"75454506"
"SC"|No |"39853557"|"75454507"
"ML"|No |"39853557"|"75454508"
"CL-ML"|No |"39853557"|"75454509"
"CL"|No |"39853557"|"75454510"
"SM"|No |"39853558"|"75454511"
"SC-SM"|Yes|"39853558"|"75454512"
"SC"|No |"39853558"|"75454513"
"ML"|No |"39853558"|"75454514"
"CL-ML"|No |"39853558"|"75454515"
"CL"|No |"39853558"|"75454516"
"OH"|No |"39853559"|"75454517"
"SM"|Yes|"39853559"|"75454518"
"ML"|No |"39853559"|"75454519"
"MH"|No |"39853559"|"75454520"
"GP"|No |"39853560"|"75454521"
"OH"|No |"39853560"|"75454522"
"GW"|No |"39853560"|"75454523"
"GP-GM"|No |"39853560"|"75454524"
"GM"|No |"39853560"|"75454525"
"GC-GM"|No |"39853560"|"75454526"
"GC"|No |"39853560"|"75454527"
"SW"|No |"39853560"|"75454528"
"SP-SM"|No |"39853560"|"75454529"
"SM"|Yes|"39853560"|"75454530"
"SC-SM"|No |"39853560"|"75454531"
"SC"|No |"39853560"|"75454532"
"ML"|No |"39853560"|"75454533"
"CL-ML"|No |"39853560"|"75454534"
"CL"|No |"39853560"|"75454535"
"MH"|No |"39853560"|"75454536"
"GP-GM"|No |"39853561"|"75454537"
"GM"|No |"39853561"|"75454538"
"GC-GM"|No |"39853561"|"75454539"
"GC"|No |"39853561"|"75454540"
"SC-SM"|Yes|"39853561"|"75454541"
"SP-SM"|No |"39853561"|"75454542"
"SM"|No |"39853561"|"75454543"
"SC"|No |"39853561"|"75454544"
"ML"|No |"39853561"|"75454545"
"CL-ML"|No |"39853561"|"75454546"
"CL"|No |"39853561"|"75454547"
"GW-GM"|No |"39853561"|"75454548"
"SC-SM"|No |"39853562"|"75454549"
"SM"|No |"39853562"|"75454550"
"SP-SM"|No |"39853562"|"75454551"
