unit_id,Mean_slope,tract_id
TRACT_01328,3.212064,TRACT_01328
TRACT_01329,2.562606,TRACT_01329
TRACT_01330,2.300861,TRACT_01330
TRACT_01331,1.977744,TRACT_01331
TRACT_01332,2.244367,TRACT_01332
TRACT_01333,3.306818,TRACT_01333
TRACT_01334,4.785468,TRACT_01334
TRACT_01335,4.633307,TRACT_01335
TRACT_01336,2.676235,TRACT_01336
TRACT_01337,4.07186,TRACT_01337
TRACT_01338,1.909319,TRACT_01338
TRACT_01339,3.501326,TRACT_01339
TRACT_01340,3.225279,TRACT_01340
TRACT_01341,4.08596,TRACT_01341
TRACT_01342,3.042969,TRACT_01342
TRACT_01343,3.532806,TRACT_01343
TRACT_01344,1.572192,TRACT_01344
TRACT_01345,3.833151,TRACT_01345
TRACT_01346,1.016977,TRACT_01346
TRACT_01347,2.594843,TRACT_01347
TRACT_01348,4.244158,TRACT_01348
TRACT_01349,5.567644,TRACT_01349
TRACT_01350,2.87355,TRACT_01350
TRACT_01351,2.979942,TRACT_01351
TRACT_01352,1.68722,TRACT_01352
TRACT_01353,2.193685,TRACT_01353
TRACT_01354,3.194772,TRACT_01354
TRACT_01355,6.067933,TRACT_01355
TRACT_01356,3.439423,TRACT_01356
TRACT_01357,2.831717,TRACT_01357
TRACT_01358,1.926597,TRACT_01358
TRACT_01359,1.70142,TRACT_01359
TRACT_01360,5.963215,TRACT_01360
TRACT_01361,3.401863,TRACT_01361
TRACT_01362,7.220442,TRACT_01362
TRACT_01363,4.364824,TRACT_01363
TRACT_01364,2.599931,TRACT_01364
TRACT_01365,3.165435,TRACT_01365
TRACT_01366,1.787551,TRACT_01366
TRACT_01367,1.129435,TRACT_01367
TRACT_01368,7.193918,TRACT_01368
TRACT_01369,7.947312,TRACT_01369
TRACT_01370,2.389701,TRACT_01370
TRACT_01371,2.669436,TRACT_01371
TRACT_01372,6.725981,TRACT_01372
TRACT_01373,1.543268,TRACT_01373
TRACT_01374,1.216126,TRACT_01374
TRACT_01375,2.727662,TRACT_01375
TRACT_01376,1.649073,TRACT_01376
TRACT_01377,1.566891,TRACT_01377
TRACT_01378,5.124145,TRACT_01378
TRACT_01379,3.714631,TRACT_01379
TRACT_01380,4.405579,TRACT_01380
TRACT_01381,2.500458,TRACT_01381
TRACT_01382,0.401695,TRACT_01382
TRACT_01383,4.375055,TRACT_01383
TRACT_01384,0.606356,TRACT_01384
TRACT_01385,2.427912,TRACT_01385
TRACT_01386,0.976181,TRACT_01386
TRACT_01387,0.750705,TRACT_01387
TRACT_01388,4.458838,TRACT_01388
TRACT_01389,1.594956,TRACT_01389
TRACT_01390,0.699127,TRACT_01390
TRACT_01391,6.089326,TRACT_01391
TRACT_01392,0.720007,TRACT_01392
TRACT_01393,3.241868,TRACT_01393
TRACT_01394,2.177331,TRACT_01394
TRACT_01395,6.219318,TRACT_01395
TRACT_01396,2.601181,TRACT_01396
TRACT_01397,2.635487,TRACT_01397
TRACT_01398,1.016213,TRACT_01398
TRACT_01399,5.606663,TRACT_01399
TRACT_01400,0.645757,TRACT_01400
TRACT_01401,2.984778,TRACT_01401
TRACT_01402,0.736867,TRACT_01402
TRACT_01403,5.636042,TRACT_01403
TRACT_01404,1.481381,TRACT_01404
TRACT_01405,5.825027,TRACT_01405
TRACT_01406,0.647048,TRACT_01406
TRACT_01407,6.207864,TRACT_01407
TRACT_01408,1.231812,TRACT_01408
TRACT_01409,10.45374,TRACT_01409
TRACT_01410,2.328487,TRACT_01410
TRACT_01411,3.523636,TRACT_01411
TRACT_01412,6.132392,TRACT_01412
TRACT_01413,3.863665,TRACT_01413
TRACT_01414,11.902365,TRACT_01414
TRACT_01415,2.391926,TRACT_01415
TRACT_01416,4.585353,TRACT_01416
TRACT_01417,12.832408,TRACT_01417
TRACT_01418,1.123675,TRACT_01418
TRACT_01419,10.765128,TRACT_01419
TRACT_01420,0.648728,TRACT_01420
TRACT_01421,4.325643,TRACT_01421
TRACT_01422,1.322528,TRACT_01422
TRACT_01423,8.65329,TRACT_01423
TRACT_01424,1.299455,TRACT_01424
TRACT_01425,7.853174,TRACT_01425
TRACT_01426,1.041304,TRACT_01426
TRACT_01427,6.091623,TRACT_01427
TRACT_01428,2.272649,TRACT_01428
TRACT_01429,10.43833,TRACT_01429
TRACT_01430,1.422374,TRACT_01430
TRACT_01431,4.995735,TRACT_01431
TRACT_01432,0.901491,TRACT_01432
TRACT_01433,6.832097,TRACT_01433
TRACT_01434,0.295866,TRACT_01434
TRACT_01435,7.396742,TRACT_01435
TRACT_01436,7.106381,TRACT_01436
TRACT_01437,1.025376,TRACT_01437
TRACT_01438,7.649857,TRACT_01438
TRACT_01439,0.596211,TRACT_01439
TRACT_01440,8.947616,TRACT_01440
TRACT_01441,1.137014,TRACT_01441
TRACT_01442,6.494402,TRACT_01442
TRACT_01443,1.320208,TRACT_01443
TRACT_01444,9.273227,TRACT_01444
TRACT_01445,1.484742,TRACT_01445
TRACT_01446,8.707749,TRACT_01446
TRACT_01447,1.46005,TRACT_01447
TRACT_01448,11.146153,TRACT_01448
TRACT_01449,6.704333,TRACT_01449
TRACT_01450,1.242478,TRACT_01450
TRACT_01451,7.259391,TRACT_01451
TRACT_01452,1.327885,TRACT_01452
TRACT_01453,0.547936,TRACT_01453
TRACT_01454,16.279549,TRACT_01454
TRACT_01455,8.266258,TRACT_01455
TRACT_01456,5.997182,TRACT_01456
TRACT_01457,7.457551,TRACT_01457
TRACT_01458,1.245956,TRACT_01458
TRACT_01459,11.130385,TRACT_01459
TRACT_01460,8.479766,TRACT_01460
TRACT_01461,4.869735,TRACT_01461
TRACT_01462,11.508833,TRACT_01462
TRACT_01463,11.754633,TRACT_01463
TRACT_01464,4.117287,TRACT_01464
TRACT_01465,3.742205,TRACT_01465
TRACT_01466,13.927749,TRACT_01466
TRACT_01467,1.64846,TRACT_01467
TRACT_01468,2.062365,TRACT_01468
TRACT_01469,6.040268,TRACT_01469
TRACT_01470,4.270073,TRACT_01470
TRACT_01471,8.488887,TRACT_01471
TRACT_01472,20.341457,TRACT_01472
TRACT_01473,5.327632,TRACT_01473
TRACT_01474,6.718674,TRACT_01474
TRACT_01475,10.263441,TRACT_01475
TRACT_01476,20.490122,TRACT_01476
TRACT_01477,11.090156,TRACT_01477
TRACT_01478,8.440089,TRACT_01478
TRACT_01479,18.128178,TRACT_01479
TRACT_01480,22.408291,TRACT_01480
TRACT_01481,6.620871,TRACT_01481
TRACT_01482,16.673196,TRACT_01482
TRACT_01483,1.590335,TRACT_01483
TRACT_01484,1.836746,TRACT_01484
TRACT_01485,10.820932,TRACT_01485
TRACT_01486,15.351839,TRACT_01486
TRACT_01487,2.300068,TRACT_01487
TRACT_01488,7.341998,TRACT_01488
TRACT_01489,7.376918,TRACT_01489
TRACT_01490,4.977329,TRACT_01490
TRACT_01491,19.801914,TRACT_01491
TRACT_01492,1.243462,TRACT_01492
TRACT_01493,1.127683,TRACT_01493
TRACT_01494,0.922099,TRACT_01494
TRACT_01495,0.666275,TRACT_01495
TRACT_01496,0.630436,TRACT_01496
TRACT_01497,0.826443,TRACT_01497
TRACT_01498,3.349091,TRACT_01498
TRACT_01499,8.441776,TRACT_01499
TRACT_01500,2.860385,TRACT_01500
TRACT_01501,1.168345,TRACT_01501
TRACT_01502,1.415116,TRACT_01502
TRACT_01503,1.450412,TRACT_01503
TRACT_01504,1.695151,TRACT_01504
TRACT_01505,1.948153,TRACT_01505
TRACT_01506,6.971592,TRACT_01506
TRACT_01507,3.423574,TRACT_01507
TRACT_01508,1.542858,TRACT_01508
TRACT_01509,1.16577,TRACT_01509
TRACT_01510,2.355953,TRACT_01510
TRACT_01511,3.147436,TRACT_01511
TRACT_01512,2.688995,TRACT_01512
TRACT_01513,0.630091,TRACT_01513
TRACT_01514,3.026272,TRACT_01514
TRACT_01515,3.024185,TRACT_01515
TRACT_01516,4.559384,TRACT_01516
TRACT_01517,2.291454,TRACT_01517
TRACT_01518,1.543802,TRACT_01518
TRACT_01519,1.795282,TRACT_01519
TRACT_01520,2.256806,TRACT_01520
TRACT_01521,1.443277,TRACT_01521
TRACT_01522,3.995663,TRACT_01522
TRACT_01523,2.355855,TRACT_01523
TRACT_01524,1.085082,TRACT_01524
TRACT_01525,0.975576,TRACT_01525
TRACT_01526,2.791157,TRACT_01526
TRACT_01527,1.583045,TRACT_01527
TRACT_01528,1.156802,TRACT_01528
TRACT_01529,1.53455,TRACT_01529
TRACT_01530,2.654711,TRACT_01530
TRACT_01531,0.747495,TRACT_01531
TRACT_01532,0.274012,TRACT_01532
TRACT_01533,0.590614,TRACT_01533
TRACT_01534,1.279148,TRACT_01534
TRACT_01535,2.793091,TRACT_01535
TRACT_01536,2.057251,TRACT_01536
TRACT_01537,2.17832,TRACT_01537
TRACT_01538,2.400755,TRACT_01538
TRACT_01539,3.370906,TRACT_01539
TRACT_01540,1.26955,TRACT_01540
TRACT_01541,1.934092,TRACT_01541
TRACT_01542,1.828761,TRACT_01542
TRACT_01543,1.259819,TRACT_01543
TRACT_01544,2.081396,TRACT_01544
TRACT_01545,1.794019,TRACT_01545
TRACT_01546,0.909878,TRACT_01546
TRACT_01547,0.777617,TRACT_01547
TRACT_01548,1.58468,TRACT_01548
TRACT_01549,2.189091,TRACT_01549
TRACT_01550,2.736993,TRACT_01550
TRACT_01551,2.636595,TRACT_01551
TRACT_01552,1.842549,TRACT_01552
TRACT_01553,2.626974,TRACT_01553
TRACT_01554,4.167704,TRACT_01554
TRACT_01555,0.655397,TRACT_01555
TRACT_01556,1.13369,TRACT_01556
TRACT_01557,0.611895,TRACT_01557
TRACT_01558,2.791401,TRACT_01558
TRACT_01559,0.641519,TRACT_01559
TRACT_01560,0.898023,TRACT_01560
TRACT_01561,3.08787,TRACT_01561
TRACT_01562,1.534285,TRACT_01562
TRACT_01563,1.841837,TRACT_01563
TRACT_01564,0.953111,TRACT_01564
TRACT_01565,2.367329,TRACT_01565
TRACT_01566,1.049879,TRACT_01566
TRACT_01567,2.215962,TRACT_01567
TRACT_01568,1.055819,TRACT_01568
TRACT_01569,7.599001,TRACT_01569
TRACT_01570,1.072263,TRACT_01570
TRACT_01571,5.269625,TRACT_01571
TRACT_01572,0.843295,TRACT_01572
TRACT_01573,3.244614,TRACT_01573
TRACT_01574,0.705474,TRACT_01574
TRACT_01575,4.004076,TRACT_01575
TRACT_01576,0.829892,TRACT_01576
TRACT_01577,1.573514,TRACT_01577
TRACT_01578,0.947927,TRACT_01578
TRACT_01579,0.651253,TRACT_01579
TRACT_01580,4.00861,TRACT_01580
TRACT_01581,1.738756,TRACT_01581
TRACT_01582,1.420037,TRACT_01582
TRACT_01583,1.259691,TRACT_01583
TRACT_01584,5.493368,TRACT_01584
TRACT_01585,0.479154,TRACT_01585
TRACT_01586,2.670827,TRACT_01586
TRACT_01587,0.819623,TRACT_01587
TRACT_01588,1.234367,TRACT_01588
TRACT_01589,1.068979,TRACT_01589
TRACT_01590,1.468419,TRACT_01590
TRACT_01591,0.714063,TRACT_01591
TRACT_01592,2.908192,TRACT_01592
TRACT_01593,0.890406,TRACT_01593
TRACT_01594,2.862264,TRACT_01594
TRACT_01595,1.408855,TRACT_01595
TRACT_01596,1.361601,TRACT_01596
TRACT_01597,2.518197,TRACT_01597
TRACT_01598,2.87445,TRACT_01598
TRACT_01599,1.830566,TRACT_01599
TRACT_01600,6.831423,TRACT_01600
TRACT_01601,1.742657,TRACT_01601
TRACT_01602,3.963598,TRACT_01602
TRACT_01603,2.037214,TRACT_01603
TRACT_01604,3.114114,TRACT_01604
TRACT_01605,2.725109,TRACT_01605
TRACT_01606,4.119365,TRACT_01606
TRACT_01607,1.418668,TRACT_01607
TRACT_01608,1.527399,TRACT_01608
TRACT_01609,1.11255,TRACT_01609
TRACT_01610,1.755219,TRACT_01610
TRACT_01611,2.973333,TRACT_01611
TRACT_01612,1.280013,TRACT_01612
TRACT_01613,1.091075,TRACT_01613
TRACT_01614,1.441601,TRACT_01614
TRACT_01615,0.761147,TRACT_01615
TRACT_01616,2.241132,TRACT_01616
TRACT_01617,1.537185,TRACT_01617
TRACT_01618,2.157194,TRACT_01618
TRACT_01619,0.88495,TRACT_01619
TRACT_01620,1.869865,TRACT_01620
TRACT_01621,0.538552,TRACT_01621
TRACT_01622,0.975536,TRACT_01622
TRACT_01623,1.491858,TRACT_01623
TRACT_01624,0.800703,TRACT_01624
TRACT_01625,1.099588,TRACT_01625
TRACT_01626,1.155418,TRACT_01626
TRACT_01627,1.530496,TRACT_01627
TRACT_01628,0.813565,TRACT_01628
TRACT_01629,1.159453,TRACT_01629
TRACT_01630,1.235072,TRACT_01630
TRACT_01631,4.185399,TRACT_01631
TRACT_01632,0.978501,TRACT_01632
TRACT_01633,3.847474,TRACT_01633
TRACT_01634,2.326746,TRACT_01634
TRACT_01635,1.287201,TRACT_01635
TRACT_01636,1.103837,TRACT_01636
TRACT_01637,1.019511,TRACT_01637
TRACT_01638,1.047705,TRACT_01638
TRACT_01639,2.619067,TRACT_01639
TRACT_01640,3.108247,TRACT_01640
TRACT_01641,1.426496,TRACT_01641
TRACT_01642,1.899688,TRACT_01642
TRACT_01643,1.886711,TRACT_01643
TRACT_01644,1.685533,TRACT_01644
TRACT_01645,3.011426,TRACT_01645
TRACT_01646,1.026565,TRACT_01646
TRACT_01647,1.193234,TRACT_01647
TRACT_01648,3.407232,TRACT_01648
TRACT_01649,2.853464,TRACT_01649
TRACT_01650,1.422945,TRACT_01650
TRACT_01651,2.955812,TRACT_01651
TRACT_01652,1.105858,TRACT_01652
TRACT_01653,2.945532,TRACT_01653
TRACT_01654,0.962334,TRACT_01654
TRACT_01655,0.955517,TRACT_01655
TRACT_01656,0.888645,TRACT_01656
TRACT_01657,1.177036,TRACT_01657
TRACT_01658,1.280695,TRACT_01658
TRACT_01659,4.393591,TRACT_01659
TRACT_01660,2.969602,TRACT_01660
TRACT_01661,4.826098,TRACT_01661
TRACT_01662,2.078674,TRACT_01662
TRACT_01663,1.169469,TRACT_01663
TRACT_01664,5.446144,TRACT_01664
TRACT_01665,0.909303,TRACT_01665
TRACT_01666,2.193643,TRACT_01666
TRACT_01667,1.382951,TRACT_01667
TRACT_01668,4.180129,TRACT_01668
TRACT_01669,7.790621,TRACT_01669
TRACT_01670,1.40458,TRACT_01670
TRACT_01671,3.583688,TRACT_01671
TRACT_01672,1.861343,TRACT_01672
TRACT_01673,4.979118,TRACT_01673
TRACT_01674,2.800567,TRACT_01674
TRACT_01675,4.409529,TRACT_01675
TRACT_01676,2.724148,TRACT_01676
TRACT_01677,5.845298,TRACT_01677
TRACT_01678,2.708091,TRACT_01678
TRACT_01679,2.203647,TRACT_01679
TRACT_01680,6.326899,TRACT_01680
TRACT_01681,2.231669,TRACT_01681
TRACT_01682,1.902852,TRACT_01682
TRACT_01683,4.109436,TRACT_01683
TRACT_01684,5.68896,TRACT_01684
TRACT_01685,2.842808,TRACT_01685
TRACT_01686,3.873606,TRACT_01686
TRACT_01687,3.829529,TRACT_01687
TRACT_01688,4.328937,TRACT_01688
TRACT_01689,4.520663,TRACT_01689
TRACT_01690,3.018407,TRACT_01690
TRACT_01691,1.319844,TRACT_01691
TRACT_01692,1.164817,TRACT_01692
TRACT_01693,3.462393,TRACT_01693
TRACT_01694,3.520955,TRACT_01694
TRACT_01695,1.118319,TRACT_01695
TRACT_01696,2.415548,TRACT_01696
TRACT_01697,1.238006,TRACT_01697
TRACT_01698,3.543231,TRACT_01698
TRACT_01699,1.328783,TRACT_01699
TRACT_01700,2.32449,TRACT_01700
TRACT_01701,1.24684,TRACT_01701
TRACT_01702,3.350944,TRACT_01702
TRACT_01703,4.217998,TRACT_01703
TRACT_01704,0.496569,TRACT_01704
TRACT_01705,2.16521,TRACT_01705
TRACT_01706,0.95561,TRACT_01706
TRACT_01707,3.137995,TRACT_01707
TRACT_01708,1.387809,TRACT_01708
TRACT_01709,3.205475,TRACT_01709
TRACT_01710,1.59053,TRACT_01710
TRACT_01711,0.931367,TRACT_01711
TRACT_01712,1.669551,TRACT_01712
TRACT_01713,1.111147,TRACT_01713
TRACT_01714,1.158363,TRACT_01714
TRACT_01715,1.153281,TRACT_01715
TRACT_01716,1.090817,TRACT_01716
TRACT_01717,1.242653,TRACT_01717
TRACT_01718,1.11619,TRACT_01718
TRACT_01719,0.53365,TRACT_01719
TRACT_01720,0.930231,TRACT_01720
TRACT_01721,0.681604,TRACT_01721
TRACT_01722,1.018573,TRACT_01722
TRACT_01723,0.695906,TRACT_01723
TRACT_01724,1.105464,TRACT_01724
TRACT_01725,0.321197,TRACT_01725
TRACT_01726,1.599639,TRACT_01726
TRACT_01727,2.18366,TRACT_01727
TRACT_01728,0.842871,TRACT_01728
TRACT_01729,0.92775,TRACT_01729
TRACT_01730,0.998907,TRACT_01730
TRACT_01731,2.823022,TRACT_01731
TRACT_01732,3.003425,TRACT_01732
TRACT_01733,1.492961,TRACT_01733
TRACT_01734,0.471957,TRACT_01734
TRACT_01735,1.898808,TRACT_01735
TRACT_01736,2.511292,TRACT_01736
TRACT_01737,2.846193,TRACT_01737
TRACT_01738,0.983439,TRACT_01738
TRACT_01739,3.004052,TRACT_01739
TRACT_01740,1.283718,TRACT_01740
TRACT_01741,1.032035,TRACT_01741
TRACT_01742,1.818453,TRACT_01742
TRACT_01743,2.568564,TRACT_01743
TRACT_01744,0.56372,TRACT_01744
TRACT_01745,4.108564,TRACT_01745
TRACT_01746,0.961575,TRACT_01746
TRACT_01747,1.768097,TRACT_01747
TRACT_01748,0.82908,TRACT_01748
TRACT_01749,2.419059,TRACT_01749
TRACT_01750,0.546172,TRACT_01750
TRACT_01751,0.288925,TRACT_01751
TRACT_01752,0.541357,TRACT_01752
TRACT_01753,0.494148,TRACT_01753
TRACT_01754,3.914483,TRACT_01754
TRACT_01755,3.432311,TRACT_01755
TRACT_01756,3.078186,TRACT_01756
TRACT_01757,3.653247,TRACT_01757
TRACT_01758,1.190172,TRACT_01758
TRACT_01759,2.727798,TRACT_01759
TRACT_01760,4.265144,TRACT_01760
TRACT_01761,1.007921,TRACT_01761
TRACT_01762,2.081452,TRACT_01762
TRACT_01763,2.598962,TRACT_01763
TRACT_01764,2.236333,TRACT_01764
TRACT_01765,1.595141,TRACT_01765
TRACT_01766,1.909967,TRACT_01766
TRACT_01767,0.825094,TRACT_01767
TRACT_01768,6.575947,TRACT_01768
TRACT_01769,5.512982,TRACT_01769
TRACT_01770,3.775229,TRACT_01770
TRACT_01771,1.020386,TRACT_01771
TRACT_01772,1.039207,TRACT_01772
TRACT_01773,1.174038,TRACT_01773
TRACT_01774,1.39265,TRACT_01774
TRACT_01775,3.391348,TRACT_01775
TRACT_01776,1.801553,TRACT_01776
TRACT_01777,2.789278,TRACT_01777
TRACT_01778,1.362379,TRACT_01778
TRACT_01779,0.717226,TRACT_01779
TRACT_01780,0.799013,TRACT_01780
TRACT_01781,5.029434,TRACT_01781
TRACT_01782,8.397709,TRACT_01782
TRACT_01783,1.086394,TRACT_01783
TRACT_01784,2.630942,TRACT_01784
TRACT_01785,2.383596,TRACT_01785
TRACT_01786,1.473609,TRACT_01786
TRACT_01787,2.800368,TRACT_01787
TRACT_01788,1.826487,TRACT_01788
TRACT_01789,1.198071,TRACT_01789
TRACT_01790,1.832491,TRACT_01790
TRACT_01791,1.800434,TRACT_01791
TRACT_01792,1.990886,TRACT_01792
TRACT_01793,1.201811,TRACT_01793
TRACT_01794,3.025548,TRACT_01794
TRACT_01795,1.09274,TRACT_01795
TRACT_01796,2.621132,TRACT_01796
TRACT_01797,2.387571,TRACT_01797
TRACT_01798,1.280388,TRACT_01798
TRACT_01799,2.396358,TRACT_01799
TRACT_01800,0.978433,TRACT_01800
TRACT_01801,0.981777,TRACT_01801
TRACT_01802,1.7585,TRACT_01802
TRACT_01803,0.534171,TRACT_01803
TRACT_01804,0.66457,TRACT_01804
TRACT_01805,2.051515,TRACT_01805
TRACT_01806,1.938111,TRACT_01806
TRACT_01807,3.170657,TRACT_01807
TRACT_01808,1.793288,TRACT_01808
TRACT_01809,2.510666,TRACT_01809
TRACT_01810,1.710373,TRACT_01810
TRACT_01811,1.725852,TRACT_01811
TRACT_01812,1.099066,TRACT_01812
TRACT_01813,4.385808,TRACT_01813
TRACT_01814,7.236706,TRACT_01814
TRACT_01815,3.476097,TRACT_01815
TRACT_01816,2.752146,TRACT_01816
TRACT_01817,6.42909,TRACT_01817
TRACT_01818,0.734196,TRACT_01818
TRACT_01819,2.761461,TRACT_01819
TRACT_01820,3.299137,TRACT_01820
TRACT_01821,4.90931,TRACT_01821
TRACT_01822,2.742961,TRACT_01822
TRACT_01823,2.0638,TRACT_01823
TRACT_01824,1.580411,TRACT_01824
TRACT_01825,2.640266,TRACT_01825
TRACT_01826,1.477847,TRACT_01826
TRACT_01827,4.223662,TRACT_01827
TRACT_01828,2.313765,TRACT_01828
TRACT_01829,6.01398,TRACT_01829
TRACT_01830,1.335171,TRACT_01830
TRACT_01831,1.125537,TRACT_01831
TRACT_01832,2.645775,TRACT_01832
TRACT_01833,1.818092,TRACT_01833
TRACT_01834,1.555987,TRACT_01834
TRACT_01835,3.434872,TRACT_01835
TRACT_01836,5.897938,TRACT_01836
TRACT_01837,2.705211,TRACT_01837
TRACT_01838,4.694865,TRACT_01838
TRACT_01839,2.969896,TRACT_01839
TRACT_01840,9.395878,TRACT_01840
TRACT_01841,5.360806,TRACT_01841
TRACT_01842,4.9581,TRACT_01842
TRACT_01843,3.115036,TRACT_01843
TRACT_01844,4.567458,TRACT_01844
TRACT_01845,2.802208,TRACT_01845
TRACT_01846,5.961389,TRACT_01846
TRACT_01847,5.520032,TRACT_01847
TRACT_01848,1.478408,TRACT_01848
TRACT_01849,2.34705,TRACT_01849
TRACT_01850,3.718818,TRACT_01850
TRACT_01851,6.933392,TRACT_01851
TRACT_01852,2.957613,TRACT_01852
TRACT_01853,5.585176,TRACT_01853
TRACT_01854,1.57533,TRACT_01854
TRACT_01855,1.641348,TRACT_01855
TRACT_01856,0.90544,TRACT_01856
TRACT_01857,4.58323,TRACT_01857
TRACT_01858,6.689694,TRACT_01858
TRACT_01859,1.033308,TRACT_01859
TRACT_01860,2.260621,TRACT_01860
TRACT_01861,1.390461,TRACT_01861
TRACT_01862,1.630416,TRACT_01862
TRACT_01863,5.167651,TRACT_01863
TRACT_01864,1.027069,TRACT_01864
TRACT_01865,3.036407,TRACT_01865
TRACT_01866,0.796179,TRACT_01866
TRACT_01867,0.977033,TRACT_01867
TRACT_01868,4.184224,TRACT_01868
TRACT_01869,0.906956,TRACT_01869
TRACT_01870,6.122172,TRACT_01870
TRACT_01871,7.492563,TRACT_01871
TRACT_01872,0.827692,TRACT_01872
TRACT_01873,4.316619,TRACT_01873
TRACT_01874,0.651783,TRACT_01874
TRACT_01875,0.66578,TRACT_01875
TRACT_01876,5.347875,TRACT_01876
TRACT_01877,0.732189,TRACT_01877
TRACT_01878,0.791886,TRACT_01878
TRACT_01879,6.014851,TRACT_01879
TRACT_01880,0.857368,TRACT_01880
TRACT_01881,0.750732,TRACT_01881
TRACT_01882,0.5615,TRACT_01882
TRACT_01883,2.574785,TRACT_01883
TRACT_01884,0.896236,TRACT_01884
TRACT_01885,1.566018,TRACT_01885
TRACT_01886,3.587002,TRACT_01886
TRACT_01887,2.95737,TRACT_01887
TRACT_01888,0.687733,TRACT_01888
TRACT_01889,1.047282,TRACT_01889
TRACT_01890,4.774948,TRACT_01890
TRACT_01891,6.095875,TRACT_01891
TRACT_01892,0.64796,TRACT_01892
TRACT_01893,1.018554,TRACT_01893
TRACT_01894,3.366064,TRACT_01894
TRACT_01895,1.92711,TRACT_01895
TRACT_01896,3.474991,TRACT_01896
TRACT_01897,2.281302,TRACT_01897
TRACT_01898,1.979489,TRACT_01898
TRACT_01899,9.194947,TRACT_01899
TRACT_01900,1.552377,TRACT_01900
TRACT_01901,1.540096,TRACT_01901
TRACT_01902,0.973405,TRACT_01902
TRACT_01903,2.086286,TRACT_01903
TRACT_01904,1.4721,TRACT_01904
TRACT_01905,0.85172,TRACT_01905
TRACT_01906,1.521835,TRACT_01906
TRACT_01907,0.846759,TRACT_01907
TRACT_01908,4.268204,TRACT_01908
TRACT_01909,0.665042,TRACT_01909
TRACT_01910,0.708929,TRACT_01910
TRACT_01911,3.641203,TRACT_01911
TRACT_01912,1.022346,TRACT_01912
TRACT_01913,4.159817,TRACT_01913
TRACT_01914,1.337833,TRACT_01914
TRACT_01915,2.839957,TRACT_01915
TRACT_01916,0.701334,TRACT_01916
TRACT_01917,0.790929,TRACT_01917
TRACT_01918,2.415929,TRACT_01918
TRACT_01919,1.281638,TRACT_01919
TRACT_01920,1.101163,TRACT_01920
TRACT_01921,2.616846,TRACT_01921
TRACT_01922,3.047593,TRACT_01922
TRACT_01923,3.231458,TRACT_01923
TRACT_01924,0.788394,TRACT_01924
TRACT_01925,2.965258,TRACT_01925
TRACT_01926,0.44523,TRACT_01926
TRACT_01927,2.515752,TRACT_01927
TRACT_01928,0.801,TRACT_01928
TRACT_01929,3.027706,TRACT_01929
TRACT_01930,5.475736,TRACT_01930
TRACT_01931,0.937596,TRACT_01931
TRACT_01932,1.346073,TRACT_01932
TRACT_01933,3.451821,TRACT_01933
TRACT_01934,0.682314,TRACT_01934
TRACT_01935,2.12612,TRACT_01935
TRACT_01936,4.265262,TRACT_01936
TRACT_01937,0.858624,TRACT_01937
TRACT_01938,4.736362,TRACT_01938
TRACT_01939,1.139389,TRACT_01939
TRACT_01940,1.058706,TRACT_01940
TRACT_01941,0.758556,TRACT_01941
TRACT_01942,2.399279,TRACT_01942
TRACT_01943,2.54869,TRACT_01943
TRACT_01944,1.095548,TRACT_01944
TRACT_01945,1.515151,TRACT_01945
TRACT_01946,1.468934,TRACT_01946
TRACT_01947,1.247587,TRACT_01947
TRACT_01948,2.636473,TRACT_01948
TRACT_01949,0.888354,TRACT_01949
TRACT_01950,2.02929,TRACT_01950
TRACT_01951,0.891175,TRACT_01951
TRACT_01952,2.592304,TRACT_01952
TRACT_01953,0.803039,TRACT_01953
TRACT_01954,1.784817,TRACT_01954
TRACT_01955,1.213329,TRACT_01955
TRACT_01956,1.148477,TRACT_01956
TRACT_01957,2.589074,TRACT_01957
TRACT_01958,0.884955,TRACT_01958
TRACT_01959,0.970504,TRACT_01959
TRACT_01960,2.503047,TRACT_01960
TRACT_01961,2.087098,TRACT_01961
TRACT_01962,3.65626,TRACT_01962
TRACT_01963,2.814953,TRACT_01963
TRACT_01964,1.01516,TRACT_01964
TRACT_01965,5.648824,TRACT_01965
TRACT_01966,9.009931,TRACT_01966
TRACT_01967,6.089996,TRACT_01967
TRACT_01968,2.712534,TRACT_01968
TRACT_01969,0.895236,TRACT_01969
TRACT_01970,0.992283,TRACT_01970
TRACT_01971,1.128924,TRACT_01971
TRACT_01972,1.22627,TRACT_01972
TRACT_01973,2.079136,TRACT_01973
TRACT_01974,0.665139,TRACT_01974
TRACT_01975,4.103337,TRACT_01975
TRACT_01976,2.509455,TRACT_01976
TRACT_01977,2.496659,TRACT_01977
TRACT_01978,0.63334,TRACT_01978
TRACT_01979,1.065094,TRACT_01979
TRACT_01980,2.6076,TRACT_01980
TRACT_01981,1.391835,TRACT_01981
TRACT_01982,0.485901,TRACT_01982
TRACT_01983,0.257835,TRACT_01983
TRACT_01984,0.25289,TRACT_01984
TRACT_01985,0.706775,TRACT_01985
TRACT_01986,1.396083,TRACT_01986
TRACT_01987,1.829086,TRACT_01987
TRACT_01988,1.285895,TRACT_01988
TRACT_01989,1.220487,TRACT_01989
TRACT_01990,2.326677,TRACT_01990
TRACT_01991,2.281031,TRACT_01991
TRACT_01992,1.171489,TRACT_01992
